,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month,id
18351,F,N,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-11050,-921,0,0,0,Cleaning staff,3.0,-13.0,7537
18352,F,N,Y,0,184500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13337,-2593,0,0,0,Laborers,2.0,-38.0,7538
18353,F,N,Y,1,211500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-16212,-7099,0,0,0,Core staff,3.0,-24.0,5759
18354,F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19399,-5782,0,1,0,NaN,2.0,-48.0,2476
18355,F,N,N,0,49500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23871,365243,0,0,0,NaN,1.0,-45.0,2048
18356,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23026,365243,0,0,0,NaN,2.0,-36.0,692
18357,F,Y,Y,2,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-14683,-5355,0,0,0,Sales staff,4.0,-24.0,893
18358,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-18150,-1812,0,0,0,Drivers,3.0,-14.0,2121
18359,F,N,Y,0,387000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18147,-642,0,0,0,Sales staff,1.0,-56.0,7539
18360,F,N,Y,4,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17468,-7413,0,0,0,Core staff,6.0,-35.0,3881
18361,M,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-11728,-932,0,0,1,NaN,1.0,-3.0,2432
18362,F,N,N,1,360000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14805,-1922,0,0,0,Sales staff,3.0,-11.0,1703
18363,F,Y,Y,0,180000.0,Working,Higher education,Separated,House / apartment,-17269,-8469,0,0,0,NaN,1.0,-54.0,5134
18364,F,N,Y,0,69372.0,Working,Secondary / secondary special,Married,House / apartment,-15887,-217,1,1,0,Laborers,2.0,-35.0,2736
18365,F,Y,N,0,337500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9766,-303,1,0,1,NaN,1.0,-32.0,985
18366,M,Y,Y,1,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18173,-678,0,1,1,Core staff,3.0,-51.0,170
18367,F,N,Y,0,171000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19881,-8405,0,1,0,Accountants,1.0,-18.0,2985
18368,F,N,N,0,99000.0,Working,Secondary / secondary special,Married,With parents,-19566,-5453,1,0,0,Medicine staff,2.0,-17.0,7540
18369,F,N,N,1,202500.0,Working,Secondary / secondary special,Separated,House / apartment,-13939,-134,0,0,0,Laborers,2.0,-52.0,1978
18370,F,N,Y,0,67500.0,Pensioner,Higher education,Single / not married,Municipal apartment,-23694,365243,0,0,1,NaN,1.0,-16.0,4406
18371,F,N,N,0,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12348,-424,1,1,0,Sales staff,1.0,-3.0,1045
18372,F,N,Y,1,315000.0,Working,Secondary / secondary special,Married,House / apartment,-16901,-956,0,0,0,High skill tech staff,3.0,-48.0,6050
18373,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-12322,-3717,0,0,0,Core staff,2.0,-35.0,200
18374,F,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-21747,365243,0,0,0,NaN,1.0,-25.0,7541
18375,F,Y,N,0,360000.0,Working,Higher education,Married,House / apartment,-12845,-2296,1,1,0,Accountants,2.0,-50.0,7542
18376,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-9970,-1315,0,0,0,Drivers,2.0,-21.0,457
18377,F,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16017,-1398,0,0,0,Laborers,2.0,-8.0,1365
18378,M,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,-15013,-3846,0,0,0,Laborers,3.0,-33.0,6490
18379,M,N,Y,2,225000.0,State servant,Higher education,Married,House / apartment,-12839,-4584,0,0,0,NaN,4.0,-13.0,3301
18380,F,N,Y,2,90000.0,Working,Higher education,Married,House / apartment,-12496,-597,0,0,0,NaN,4.0,-37.0,371
18381,F,N,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17840,-1807,0,0,0,Core staff,1.0,-22.0,1035
18382,M,Y,N,2,450000.0,Working,Secondary / secondary special,Married,House / apartment,-14970,-7183,0,0,1,Drivers,4.0,-43.0,1956
18383,F,N,Y,0,175500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20770,365243,0,0,0,NaN,2.0,-31.0,5076
18384,F,N,Y,0,90000.0,State servant,Higher education,Married,House / apartment,-12849,-543,1,1,0,Core staff,2.0,-17.0,4103
18385,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19408,-4553,0,1,0,Laborers,2.0,-10.0,16
18386,F,N,N,2,99000.0,State servant,Secondary / secondary special,Married,House / apartment,-14360,-4660,0,1,1,Cleaning staff,4.0,-38.0,2872
18387,F,N,Y,0,49500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22993,365243,0,1,0,NaN,2.0,-57.0,6551
18388,M,Y,N,1,180000.0,State servant,Incomplete higher,Married,With parents,-10591,-1195,0,0,0,Drivers,3.0,-29.0,7543
18389,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20870,-1583,0,0,0,Medicine staff,2.0,-7.0,924
18390,F,N,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19990,-10490,0,0,0,Accountants,3.0,-42.0,7544
18391,F,Y,N,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-20952,-3852,0,0,1,Managers,2.0,-32.0,1080
18392,F,N,Y,0,121500.0,Commercial associate,Higher education,Married,House / apartment,-17046,-1410,0,1,0,Accountants,2.0,-23.0,662
18393,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-10287,-1193,1,1,0,Laborers,3.0,-4.0,6653
18394,M,N,Y,1,225000.0,Working,Higher education,Married,House / apartment,-13198,-3690,0,0,0,Core staff,3.0,-12.0,6723
18395,M,N,Y,0,315000.0,Working,Higher education,Married,House / apartment,-13324,-1655,0,0,0,Laborers,2.0,-21.0,7031
18396,F,N,Y,1,270000.0,Working,Higher education,Married,House / apartment,-18411,-10094,0,0,0,Core staff,3.0,-27.0,1863
18397,M,Y,N,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15904,-3787,0,0,0,Laborers,4.0,-3.0,71
18398,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-17427,365243,0,0,0,NaN,2.0,-35.0,804
18399,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23929,365243,0,1,0,NaN,1.0,-18.0,2422
18400,F,N,Y,0,238500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17100,-1236,1,1,0,Core staff,2.0,-29.0,1432
18401,F,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14450,-2777,0,0,0,Laborers,2.0,-17.0,7545
18402,M,Y,N,2,157500.0,Working,Secondary / secondary special,Separated,With parents,-13979,-1626,0,0,0,Laborers,3.0,-40.0,3063
18403,F,N,Y,0,135000.0,Pensioner,Higher education,Widow,House / apartment,-22344,365243,0,0,0,NaN,1.0,-8.0,2741
18404,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20473,365243,0,0,0,NaN,2.0,-34.0,2266
18405,F,N,Y,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22799,365243,0,0,0,NaN,2.0,-18.0,3786
18406,F,N,N,0,99000.0,Working,Higher education,Married,House / apartment,-14661,-5521,0,0,0,NaN,2.0,-16.0,935
18407,M,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,Rented apartment,-10448,-2323,1,0,1,NaN,2.0,-14.0,3066
18408,F,N,Y,1,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-15926,-3327,0,0,0,NaN,2.0,-32.0,1261
18409,M,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14401,-3389,0,0,1,Laborers,2.0,-14.0,2907
18410,F,N,N,0,49500.0,Pensioner,Higher education,Married,Municipal apartment,-21157,365243,0,0,0,NaN,2.0,-53.0,2042
18411,F,N,N,1,81000.0,Working,Secondary / secondary special,Married,House / apartment,-14290,-1308,0,1,0,Cooking staff,3.0,-29.0,383
18412,M,Y,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-13495,-259,0,0,0,Sales staff,2.0,-10.0,2698
18413,F,N,Y,0,99000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22829,365243,0,0,0,NaN,1.0,-15.0,2849
18414,F,Y,N,0,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19939,-6298,1,0,0,Managers,2.0,-11.0,1940
18415,F,Y,N,0,202500.0,Commercial associate,Incomplete higher,Separated,House / apartment,-14096,-1344,0,1,1,Accountants,1.0,-5.0,1607
18416,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-17207,-2796,0,0,0,Sales staff,1.0,-57.0,2332
18417,M,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17523,-4152,1,0,0,NaN,2.0,-56.0,1082
18418,F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15068,-2067,0,0,0,Sales staff,3.0,-4.0,7546
18419,F,N,Y,2,270000.0,State servant,Higher education,Single / not married,House / apartment,-10425,-2745,0,0,0,Core staff,3.0,-3.0,6423
18420,M,N,Y,1,225000.0,Working,Higher education,Single / not married,With parents,-12958,-1475,1,0,1,Laborers,2.0,-30.0,6104
18421,M,Y,Y,0,418500.0,Working,Higher education,Married,House / apartment,-19038,-73,0,1,0,NaN,2.0,-24.0,2619
18422,M,Y,Y,2,211500.0,Working,Secondary / secondary special,Married,House / apartment,-10435,-2987,0,0,0,NaN,4.0,-51.0,1970
18423,M,Y,Y,3,315000.0,Working,Secondary / secondary special,Married,House / apartment,-15391,-5787,0,0,0,Managers,5.0,-49.0,7547
18424,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-22788,365243,0,0,0,NaN,1.0,-4.0,1184
18425,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-18902,-219,0,1,0,Laborers,2.0,-54.0,7548
18426,M,Y,N,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8958,-217,1,1,0,Drivers,1.0,-6.0,5268
18427,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12461,-678,0,0,0,Sales staff,2.0,-13.0,4692
18428,F,Y,Y,0,180000.0,Working,Higher education,Married,With parents,-12627,-241,1,1,0,Sales staff,2.0,-5.0,4655
18429,F,Y,Y,1,180000.0,Working,Higher education,Married,House / apartment,-15001,-249,0,0,0,Managers,3.0,-1.0,1733
18430,F,Y,Y,2,135000.0,Working,Higher education,Married,House / apartment,-12334,-460,0,0,0,Accountants,4.0,-30.0,5011
18431,F,Y,Y,0,157500.0,Working,Higher education,Married,Co-op apartment,-22185,-347,1,0,0,Accountants,2.0,-43.0,4273
18432,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-18484,-6033,0,1,0,Medicine staff,2.0,-29.0,1853
18433,F,Y,Y,0,337500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20629,365243,0,0,1,NaN,2.0,-35.0,7549
18434,M,Y,N,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-18402,-714,1,0,0,Core staff,2.0,-38.0,1595
18435,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,-10014,-2311,0,0,0,NaN,3.0,-21.0,3980
18436,M,Y,N,2,315000.0,Working,Higher education,Married,With parents,-10395,-734,0,0,0,Sales staff,4.0,-29.0,7550
18437,F,N,Y,0,49500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22993,365243,0,1,0,NaN,2.0,-57.0,6551
18438,F,N,Y,0,81000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19484,-168,0,0,0,NaN,1.0,-53.0,7551
18439,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,Co-op apartment,-11085,-2783,1,0,0,Sales staff,2.0,-46.0,2540
18440,M,Y,Y,0,270000.0,State servant,Secondary / secondary special,Married,House / apartment,-11372,-3897,0,0,0,Core staff,2.0,-14.0,2191
18441,F,N,N,0,126000.0,Working,Secondary / secondary special,Married,Municipal apartment,-15344,-4461,0,0,0,NaN,2.0,-47.0,4346
18442,F,Y,Y,1,1575000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10142,-2479,0,0,0,Managers,2.0,-6.0,1482
18443,F,N,Y,1,180000.0,Working,Higher education,Separated,House / apartment,-16554,-2470,0,0,1,NaN,2.0,-16.0,1351
18444,M,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-15852,-3304,0,0,0,Laborers,2.0,-28.0,3641
18445,F,N,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-18307,-8794,1,1,0,Drivers,2.0,-31.0,2155
18446,M,Y,Y,1,180000.0,Working,Higher education,Married,House / apartment,-14082,-1800,0,0,0,Managers,3.0,-45.0,2107
18447,M,Y,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-13937,-4853,1,1,0,Managers,2.0,-27.0,1714
18448,F,N,Y,0,256500.0,Commercial associate,Higher education,Separated,House / apartment,-19604,-970,0,0,0,Managers,1.0,-49.0,1068
18449,M,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20630,-219,0,0,0,Drivers,2.0,-40.0,7552
18450,F,Y,Y,1,63000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13669,-1261,1,1,0,Sales staff,3.0,-24.0,7553
18451,F,Y,N,1,184500.0,Working,Higher education,Separated,With parents,-13438,-4447,1,0,0,Core staff,2.0,-52.0,1276
18452,F,N,N,0,180000.0,Working,Secondary / secondary special,Separated,House / apartment,-13774,-2684,0,0,0,Cooking staff,1.0,-3.0,2616
18453,M,Y,Y,0,315000.0,Working,Incomplete higher,Married,House / apartment,-10655,-1444,0,0,0,Managers,2.0,-32.0,5692
18454,M,Y,N,1,270000.0,Working,Higher education,Married,Rented apartment,-10817,-203,0,1,0,Laborers,3.0,-34.0,7201
18455,M,Y,N,2,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14636,-3850,0,0,0,NaN,4.0,-35.0,5132
18456,M,N,Y,1,562500.0,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,0,NaN,3.0,-25.0,284
18457,F,Y,Y,0,315000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-14092,-3780,0,1,0,Drivers,2.0,-51.0,7554
18458,M,N,Y,2,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24278,365243,0,0,0,NaN,4.0,-3.0,2307
18459,F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17147,-3822,0,1,0,Sales staff,2.0,-7.0,7555
18460,F,N,Y,0,153000.0,Working,Higher education,Single / not married,House / apartment,-10762,-683,0,1,0,Core staff,1.0,-17.0,108
18461,F,Y,Y,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,-15161,-7140,0,0,0,Core staff,1.0,-12.0,3917
18462,M,N,N,1,135000.0,Working,Secondary / secondary special,Married,Office apartment,-15520,-2664,0,0,0,Security staff,3.0,-20.0,7385
18463,F,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-13160,-6156,0,0,0,NaN,4.0,-30.0,3739
18464,F,N,N,0,135000.0,Working,Incomplete higher,Married,House / apartment,-16392,-2119,0,0,0,Core staff,2.0,-35.0,3971
18465,F,N,N,1,202500.0,Working,Higher education,Married,House / apartment,-16391,-2014,1,0,0,NaN,3.0,-21.0,3747
18466,F,Y,N,1,67500.0,State servant,Higher education,Married,House / apartment,-13876,-5370,1,0,0,High skill tech staff,3.0,-59.0,437
18467,F,N,Y,0,81000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17926,-399,0,0,0,Cooking staff,2.0,-38.0,346
18468,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-17402,-3153,0,1,0,Core staff,2.0,-21.0,62
18469,F,N,N,1,103500.0,Working,Secondary / secondary special,Married,House / apartment,-11720,-1191,0,0,0,Sales staff,3.0,-4.0,1218
18470,M,Y,Y,0,247500.0,Commercial associate,Higher education,Married,House / apartment,-19796,-1200,0,0,1,High skill tech staff,2.0,-30.0,7556
18471,M,Y,Y,0,180000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22426,365243,0,0,0,NaN,1.0,-5.0,6015
18472,M,Y,Y,1,270000.0,Commercial associate,Higher education,Married,House / apartment,-16282,-2042,0,1,0,Managers,3.0,-22.0,6740
18473,F,N,N,1,121500.0,Working,Secondary / secondary special,Married,House / apartment,-14968,-118,0,0,0,Laborers,3.0,-10.0,7557
18474,F,Y,N,1,135000.0,Working,Higher education,Married,Municipal apartment,-12523,-2482,0,0,0,Managers,3.0,-50.0,1439
18475,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10314,-962,0,0,1,Sales staff,2.0,-11.0,81
18476,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-18679,-1797,0,0,0,Drivers,2.0,-10.0,7558
18477,F,N,Y,0,225000.0,Working,Incomplete higher,Single / not married,House / apartment,-14030,-2075,0,0,0,NaN,1.0,-56.0,1315
18478,F,Y,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14420,-2593,0,0,0,Private service staff,2.0,-26.0,7559
18479,M,N,Y,0,108000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23332,365243,0,1,0,NaN,2.0,-37.0,7560
18480,F,N,Y,0,238500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17100,-1236,1,1,0,Core staff,2.0,-27.0,1432
18481,F,N,Y,0,202500.0,Working,Higher education,Married,House / apartment,-19444,-2832,0,0,0,NaN,2.0,0.0,1560
18482,F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,-12289,-1812,0,1,0,Core staff,2.0,-43.0,5008
18483,F,N,Y,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21916,365243,0,1,0,NaN,2.0,-52.0,2115
18484,M,Y,N,0,108000.0,Working,Secondary / secondary special,Married,Office apartment,-17209,-1081,0,0,0,Security staff,2.0,-54.0,2411
18485,F,N,Y,0,306000.0,Commercial associate,Higher education,Married,House / apartment,-14897,-3435,1,1,1,NaN,2.0,-22.0,1886
18486,F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-19251,-10305,0,0,0,NaN,2.0,-25.0,7561
18487,M,N,N,0,135000.0,Working,Secondary / secondary special,Civil marriage,Office apartment,-11702,-1493,0,0,0,Low-skill Laborers,2.0,-35.0,529
18488,F,N,Y,1,180000.0,Working,Secondary / secondary special,Married,With parents,-8041,-1419,0,1,1,Sales staff,3.0,-23.0,7562
18489,M,Y,N,0,315000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-17107,-781,0,0,1,NaN,1.0,-10.0,3782
18490,M,Y,N,0,252000.0,Working,Higher education,Married,House / apartment,-15227,-5300,1,1,0,Laborers,2.0,-11.0,2751
18491,M,N,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8861,-889,1,0,0,Drivers,1.0,-24.0,7563
18492,F,N,Y,3,247500.0,Commercial associate,Incomplete higher,Married,House / apartment,-12099,-2207,0,0,1,NaN,5.0,-10.0,6474
18493,M,N,N,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13639,-430,0,0,0,Laborers,4.0,-25.0,414
18494,F,N,Y,3,135000.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-13841,-4425,0,1,0,NaN,4.0,-40.0,5123
18495,F,N,Y,3,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12855,-772,0,0,0,Sales staff,5.0,-12.0,7564
18496,F,Y,Y,0,360000.0,State servant,Higher education,Separated,House / apartment,-19305,-1905,0,0,0,Core staff,1.0,-1.0,378
18497,F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-16817,-1557,0,0,0,Laborers,3.0,-46.0,7565
18498,F,N,Y,0,103500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-10961,-473,0,0,0,Cooking staff,2.0,-40.0,2633
18499,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-11140,-3807,1,0,0,Laborers,2.0,-32.0,3312
18500,F,N,Y,0,112500.0,Working,Higher education,Married,House / apartment,-11432,-820,1,0,0,Core staff,2.0,-6.0,1425
18501,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-9927,-828,0,0,0,Drivers,2.0,-22.0,7566
18502,F,N,N,0,72000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-23147,365243,0,1,0,NaN,1.0,-39.0,7567
18503,M,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,-11746,-401,1,1,0,Managers,2.0,-21.0,3814
18504,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-20284,-557,0,0,0,Security staff,2.0,-27.0,7568
18505,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22870,365243,0,0,1,NaN,1.0,-21.0,4757
18506,M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-15901,-130,1,0,0,Security staff,2.0,-13.0,7569
18507,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13277,-1603,0,0,1,NaN,2.0,-11.0,7570
18508,F,N,Y,0,292500.0,Working,Higher education,Single / not married,House / apartment,-15303,-108,0,0,0,NaN,1.0,-49.0,2453
18509,F,Y,N,0,562500.0,Working,Higher education,Married,House / apartment,-14654,-2836,1,0,0,Managers,2.0,-24.0,217
18510,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-11908,-596,1,1,0,Laborers,2.0,-38.0,6434
18511,F,N,Y,0,315000.0,Commercial associate,Higher education,Separated,House / apartment,-17752,-2380,1,1,0,Accountants,1.0,-27.0,209
18512,M,Y,Y,0,153000.0,Working,Higher education,Separated,With parents,-20013,-7640,0,0,1,Managers,1.0,-56.0,6040
18513,F,Y,Y,0,112500.0,Pensioner,Lower secondary,Civil marriage,House / apartment,-24482,365243,0,1,0,NaN,2.0,-29.0,7571
18514,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13384,-381,0,0,0,NaN,1.0,-3.0,7572
18515,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21273,365243,0,0,0,NaN,2.0,-7.0,7573
18516,F,Y,Y,0,178650.0,Pensioner,Higher education,Widow,House / apartment,-17291,365243,0,1,0,NaN,1.0,-50.0,4730
18517,F,N,N,0,157500.0,State servant,Higher education,Married,House / apartment,-11588,-801,1,1,0,Core staff,2.0,-23.0,289
18518,F,N,N,0,74250.0,State servant,Secondary / secondary special,Married,House / apartment,-19931,-3141,1,0,0,Core staff,2.0,-2.0,3335
18519,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-21684,-2422,0,0,0,Drivers,2.0,-21.0,4904
18520,F,N,Y,0,202500.0,Working,Higher education,Married,House / apartment,-10261,-3079,1,1,1,NaN,2.0,-30.0,7574
18521,F,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15527,-1744,1,1,0,Sales staff,2.0,-19.0,7575
18522,F,Y,N,1,405000.0,Working,Secondary / secondary special,Married,Rented apartment,-13810,-1678,1,1,1,Core staff,3.0,-40.0,796
18523,F,N,Y,0,90000.0,Pensioner,Higher education,Single / not married,House / apartment,-21983,365243,0,0,0,NaN,1.0,-47.0,7576
18524,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,Rented apartment,-14542,-3179,0,0,0,Laborers,2.0,-6.0,5079
18525,F,N,N,1,135000.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-11416,-2992,0,0,0,Laborers,2.0,-25.0,7577
18526,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17733,-2362,0,0,0,Security staff,2.0,-41.0,1543
18527,F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10112,-3170,1,1,0,Laborers,3.0,-18.0,353
18528,F,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15575,-2448,0,1,0,NaN,2.0,-17.0,7578
18529,F,N,N,2,112500.0,Working,Secondary / secondary special,Separated,House / apartment,-14307,-188,0,0,0,Laborers,3.0,-31.0,1631
18530,M,Y,Y,3,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12689,-1163,0,0,0,Laborers,5.0,-18.0,5153
18531,F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21188,-5818,0,0,0,NaN,2.0,-7.0,5817
18532,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14953,-1812,1,0,0,Sales staff,2.0,-32.0,7579
18533,F,N,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16974,-862,0,0,1,Cooking staff,2.0,-44.0,7580
18534,M,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-13424,-4754,0,0,1,Laborers,2.0,-58.0,4596
18535,M,N,Y,0,198000.0,Pensioner,Higher education,Married,House / apartment,-24662,365243,0,0,0,NaN,2.0,-31.0,824
18536,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-20145,-1043,0,0,0,Laborers,2.0,-31.0,2234
18537,F,N,Y,0,193500.0,Working,Higher education,Married,House / apartment,-21029,-7280,0,0,0,High skill tech staff,2.0,-33.0,6786
18538,F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-10737,-2078,0,0,1,Sales staff,2.0,-45.0,3116
18539,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-21613,365243,0,0,0,NaN,1.0,-41.0,4467
18540,F,N,Y,0,247500.0,Pensioner,Higher education,Married,House / apartment,-22107,365243,0,0,0,NaN,2.0,-27.0,775
18541,M,N,Y,1,81000.0,Working,Secondary / secondary special,Married,House / apartment,-16055,-3664,0,1,0,Laborers,3.0,-9.0,3897
18542,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10227,-3365,1,1,0,Sales staff,1.0,-20.0,6677
18543,F,Y,Y,1,560250.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12987,-2330,0,0,0,Sales staff,2.0,-13.0,2938
18544,M,N,N,2,171000.0,Working,Secondary / secondary special,Married,Municipal apartment,-13865,-5674,1,1,0,Core staff,4.0,-47.0,1874
18545,F,N,Y,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,-17438,-142,0,0,0,Sales staff,1.0,-44.0,5487
18546,F,N,Y,1,157500.0,Commercial associate,Higher education,Married,House / apartment,-13673,-2667,0,0,0,Core staff,3.0,-33.0,4345
18547,M,N,N,0,157500.0,Working,Higher education,Single / not married,House / apartment,-9234,-1193,0,0,0,Core staff,1.0,-27.0,2782
18548,M,N,N,2,216000.0,Working,Secondary / secondary special,Married,House / apartment,-14740,-1040,0,1,0,Laborers,4.0,-36.0,5363
