제목,내용
"방탄소년단 지민, 美 매체 추천 완벽한 <b>겨울</b> 사복 <b>패션</b> &apos;진정한 스타일 왕&apos;","
				
				
				[텐아시아=윤준호 기자] 
방탄소년단(BTS) 지민이 패션 아이콘으로서 명성을 다시금 확인시켰다.미국 한류매체 ‘올케이팝’(allkpop)은 최근 ''캐주얼부터 정장까지 지민이 선보이는 패션은 항상 모두의 관심을 끈다. 지민의 패션 감각은 사계절 완벽하다''고 설명하며 지민의 스타일리시한 겨울 패션을 집중 소개했다.먼저, 지난해 11월  AMAs 시상식과 CBS 토크쇼 '더 레이트 레이트 쇼 위드 제임스 코든' 촬영, 'BTS PERMISSION TO DANCE ON STAGE - LA' 콘서트를 앞두고 출국할 당시 지민이 착용한 카키색 트렌치 코트를 소개하며 ''너무 춥지 않아 긴 재킷을 입을 수 있는 날 지민의 공항 패션을 참고하자''고 덧붙였다.앞서 캐나다 엔터테인먼트 뉴스가 이주의 공항 패션으로 선정한 바 있으며, 영국 패션 매거진 ‘보그’지와 미국의 라이프스타일 & 엔터테인먼트 매거진 나일론(Nylon), 영국 빅토리아 베컴 편집장이자 보그 스타일 에디터 에드워드 바사미안 등 전문가들이 극찬하기도 했다.이어 ''진정한 스타일의 왕''이라며 비니와 후드 티셔츠를 적절히 매치 한 모습과 터틀넥과 셔츠를 레이어드 한 스타일에 대해 ""보온성과 더불어 사랑스러울 뿐만 아니라 패셔너블하고 스타일리시해 보일 수 있다''고 추천했다.지난 6일 선보였던 공항 패션에 대해서는 ''심플한 재킷과 비니를 입은 지민의 모습은 얼마나 따뜻하고 귀여운지. 전체 앙상블을 더욱 사랑스럽게 만들어준 안경 덕분''이라며 극찬을 아끼지 않았다.특히 해외 K팝 전문 연예 매체 케이팝스타즈(kpopstarz)는 이날 지민이 입은 더플 코트를 떡볶이 모양의 단추때문에 한국에서 부르는 '떡볶이 코트'로 소개해 해외 팬들의 호기심을 자극하기도 했다.또 ‘지민의 베스트룩 중 하나’라며 정규 4집 발매를 앞두고 미국으로 출국할 당시 착용한 디올의 블랙 코트를 입은 지민을 소개, ''이 옷의 모든 것이 완벽하다. 그것에 대해 말할 수 있는 충분한 단어가 없다''라고 감탄했다.이외에도 ‘2021 윈터 패키지’에서 착용한 흰색 코듀로이 패딩 점퍼와 헬싱키를 배경으로 한 '2020 윈터 패키지’부터 착용한 흰색 털모자, 겨울철 대표 아이템인 두툼한 롱패딩과 목도리를 활용한 모습도 겨울철 대표 패션으로 소개했다.지민은 적재적소에 알맞는 아이템을 매치하거나 레이어드 스타일링 등을 통해 멋스러우면서도 보온성과 실용성까지 갖춘 겨울 사복 패션의 정석으로 주목받고 있으며 이를 완벽히 소화하는 우월한 바디 프로포션 또한 팬들을 열광시키는 포인트 중 하나로 꼽힌다.윤준호 텐아시아 기자 delo410@tenasia.co.kr
			"
"방탄소년단 지민, 美매체 추천 &apos;완벽 <b>겨울 패션</b>&apos;..&apos;STYLE KING&apos;","
 
방탄소년단 지민, 美매체 추천 '완벽 겨울 패션'..'STYLE KING'방탄소년단(BTS) 지민이 글로벌 패션 아이콘으로서 또 한 번 눈부신 명성을 빛냈다. 미국 한류매체 '올케이팝'(allkpop)은 최근 ''캐주얼부터 정장까지 지민이 선보이는 패션은 항상 모두의 관심을 끈다. 지민의 패션 감각은 사계절 완벽하다''고 설명하며 지민의 스타일리시한 겨울 패션을 집중 소개했다. 
방탄소년단 지민, 美매체 추천 '완벽 겨울 패션'..'STYLE KING'지난해 11월  AMAs 시상식과 CBS 토크쇼 '더 레이트 레이트 쇼 위드 제임스 코든' 촬영, 'BTS PERMISSION TO DANCE ON STAGE - LA' 콘서트를 앞두고 출국할 당시 지민이 착용한 카키색 트렌치 코트를 소개하며 ''너무 춥지 않아 긴 재킷을 입을 수 있는 날 지민의 공항 패션을 참고하자''고 덧붙였다.앞서 캐나다 엔터테인먼트 뉴스가 이주의 공항 패션으로 선정한 바 있으며, 영국 패션 매거진 '보그'지와 미국의 라이프스타일 & 엔터테인먼트 매거진 나일론(Nylon), 영국 빅토리아 베컴 편집장이자 보그 스타일 에디터 에드워드 바사미안 등 전문가들이 극찬하기도 했다. 
방탄소년단 지민, 美매체 추천 '완벽 겨울 패션'..'STYLE KING'이어 ''진정한 스타일의 왕''이라며 비니와 후드 티셔츠를 적절히 매치 한 모습과 터틀넥과 셔츠를 레이어드 한 스타일에 대해 ""보온성과 더불어 사랑스러울 뿐만 아니라 패셔너블하고 스타일리시해 보일 수 있다''고 추천했다.지난 6일 선보였던 공항 패션에 대해서는 ''심플한 재킷과 비니를 입은 지민의 모습은 얼마나 따뜻하고 귀여운지. 전체 앙상블을 더욱 사랑스럽게 만들어준 안경 덕분''이라며 극찬을 아끼지 않았다.특히 해외 K팝 전문 연예 매체 케이팝스타즈(kpopstarz)는 이날 지민이 입은 더플 코트를 떡볶이 모양의 단추때문에 한국에서 부르는 '떡볶이 코트'로 소개해 해외 팬들의 호기심을 자극하기도 했다. 
방탄소년단 지민, 美매체 추천 '완벽 겨울 패션'..'STYLE KING' 
방탄소년단 지민, 美매체 추천 '완벽 겨울 패션'..'STYLE KING'또 '지민의 베스트룩 중 하나'라며 정규 4집 발매를 앞두고 미국으로 출국할 당시 착용한 디올의 블랙 코트를 입은 지민을 소개, ''이 옷의 모든 것이 완벽하다. 그것에 대해 말할 수 있는 충분한 단어가 없다''라고 감탄했다. 
방탄소년단 지민, 美매체 추천 '완벽 겨울 패션'..'STYLE KING'이외에도 '2021 윈터 패키지'에서 착용한 흰색 코듀로이 패딩 점퍼와 헬싱키를 배경으로 한 '2020 윈터 패키지'부터 착용한 흰색 털모자, 겨울철 대표 아이템인 두툼한 롱패딩과 목도리를 활용한 모습도 겨울철 대표 패션으로 소개했다.지민은 적재적소에 알맞는 아이템을 매치하거나 레이어드 스타일링 등을 통해 멋스러우면서도 보온성과 실용성까지 갖춘 겨울 사복 패션의 정석으로 주목받고 있으며 이를 완벽히 소화하는 우월한 바디 프로포션 또한 팬들을 열광시키는 포인트 중 하나로 꼽힌다.문완식 기자(munwansik@mt.co.kr)
"
K-<b>패션</b> 트렌드 한눈에… 서울<b>패션</b>위크 개막,"

 



  15일 서울 중구 동대문디자인플라자(DDP)에서 개막한 국내 대표적 패션쇼 ‘2023 F/W 서울패션위크’에서 모델들이 올해 가을·겨울 패션 트렌드를 미리 선보이고 있다. 서울패션위크는 19일까지 5일간 열린다.

"
<b>패션</b> 트렌드 한자리에…하이서울<b>패션</b>쇼 개막,"

			올해 패션의 추세를 한 자리에서 만날 수 있는 '2023 하이서울패션쇼'가 서울 동대문 DDP패션몰 창작스튜디오에서 막을 올렸습니다.  오는 17일까지 모두 12번의 쇼가 열릴 예정인데, 기존 패션쇼들과 달리 봄·여름과 가을·겨울 2023년 사계절의 패션트렌드를 모두 선보이는 방식으로 진행됩니다.  하이서울쇼룸 운영사 제이케이디자인랩의 홍재희 대표는 이번 패션쇼를 통해 K-패션의 역량과 가능성을 확인할 수 있다고 전했습니다.▶ 인터뷰 : 유수민 / 디자이너- ""이번 하이서울패션쇼를 시작으로 저희가 조금 더 활발한 활동을 할 수 있지 않을까 기대를 하고 있고요. 이 쇼를 계기로 조금 더 인지도를 높이고 그리고 브랜드 구축에 조금 더 탄탄하게….""

"
[Ms포토] 덱스 &apos;<b>패션</b>위크 참석&apos;,"
 
(MHN스포츠 이현지 기자) '2023 가을-겨울(F/W) 서울패션위크' 포토월 행사가 15일 오후 서울 동대문구 동대문디자인플라자(DDP)에서 진행됐다.이날 비욘드클로젯 컬렉션에 참석한  '솔로지옥' 출연자 덱스가 포즈를 취하고 있다. '2023 가을-겨울(F/W) 서울패션위크'는 15일부터 19일까지 진행된다. 
"
[Ms포토] 이태선 &apos;한복 벗고 힙한 <b>패션</b>으로~&apos;,"
 
(MHN스포츠 이현지 기자) '2023 가을-겨울(F/W) 서울패션위크' 포토월 행사가 15일 오후 서울 동대문구 동대문디자인플라자(DDP)에서 진행됐다.이날 비욘드클로젯 컬렉션에 참석한  배우 이태선이 포즈를 취하고 있다. '2023 가을-겨울(F/W) 서울패션위크'는 15일부터 19일까지 진행된다. 
"
[Ms포토] 박시연 &apos;<b>패션</b>위크로 복귀 시동?&apos;,"
 
(MHN스포츠 이현지 기자) '2023 가을-겨울(F/W) 서울패션위크' 포토월 행사가 15일 오후 서울 동대문구 동대문디자인플라자(DDP)에서 진행됐다.이날 비욘드클로젯 컬렉션에 참석한  배우 박시연이 포즈를 취하고 있다. '2023 가을-겨울(F/W) 서울패션위크'는 15일부터 19일까지 진행된다. 
"
[Ms포토] 박시연 &apos;음주운전 꼬리표 달고 <b>패션</b>위크 참석&apos;,"
 
(MHN스포츠 이현지 기자) '2023 가을-겨울(F/W) 서울패션위크' 포토월 행사가 15일 오후 서울 동대문구 동대문디자인플라자(DDP)에서 진행됐다.이날 비욘드클로젯 컬렉션에 참석한  배우 박시연이 포즈를 취하고 있다. '2023 가을-겨울(F/W) 서울패션위크'는 15일부터 19일까지 진행된다. 
"
[Ms포토] 비비지 &apos;<b>패션</b>위크 나들이~&apos;,"
 
(MHN스포츠 이현지 기자) '2023 가을-겨울(F/W) 서울패션위크' 포토월 행사가 15일 오후 서울 동대문구 동대문디자인플라자(DDP)에서 진행됐다.이날 비욘드클로젯 컬렉션에 참석한  그룹 비비지가 포즈를 취하고 있다. '2023 가을-겨울(F/W) 서울패션위크'는 15일부터 19일까지 진행된다. 
"
[Ms포토] 희두-나연 &apos;<b>패션</b>위크 참석해요&apos;,"
 
(MHN스포츠 이현지 기자) '2023 가을-겨울(F/W) 서울패션위크' 포토월 행사가 15일 오후 서울 동대문구 동대문디자인플라자(DDP)에서 진행됐다.이날 비욘드클로젯 컬렉션에 참석한 나연-희두 커플이 걸음을 옮기고 있다. '2023 가을-겨울(F/W) 서울패션위크'는 15일부터 19일까지 진행된다. 
"
<b>패션</b>쇼 여전히 마른 모델 일색…&quot;플러스사이즈 1%도 안돼&quot;,"





2월 뉴욕 크리스천 시리아노 2023 F/W 컬렉션. 이 브랜드는 30% 넘는 비율로 중간·플러스 사이즈 의상을 선보였다. [AP=연합뉴스]    (서울=연합뉴스) 김지연 기자 = 올해도 전 세계 주요 패션쇼의 런웨이에는 마른 몸매의 모델들이 대부분이었던 것으로 나타났다.    14일(현지시간) 블룸버그 통신에 따르면 보그 비즈니스가 미국 뉴욕과 영국 런던, 이탈리아 밀라노, 프랑스 파리의 2023년 A/W(가을·겨울) 시즌 패션쇼 219건의 의상 9천137종을 분석한 결과, 미국 기준 0∼4 사이즈가 95.6%를 차지했다.    미국 의류 사이즈 기준 0, 2는 엑스스몰(XS)이나 하의(허리 인치) 24에, 4는 스몰(S)이나 하의 26에 해당한다.    3.8%는 중간(M) 사이즈인 6∼12였다.    14 사이즈 이상을 말하는 '플러스 사이즈' 비율은 1%도 되지 않았다.    구찌와 디올, 샤넬 등 많은 명품 브랜드가 플러스 사이즈를 런웨이에 전혀 올리지 않았다.    중간 사이즈 비율은 구찌가 19%, 디올이 41.7%, 샤넬이 6%였다.    다만, 보그 비즈니스는 대부분 명품 브랜드들이 내세운 중간 사이즈가 넉넉한 중간 사이즈인 12보다는 빠듯한 중간 사이즈인 6에 가까웠다고 지적했다.    반면, 영국 디자이너 카롤린 비토는 중간 또는 플러스 사이즈 의상만 무대에 올렸고, 시네아드 오드와이어도 90% 넘는 중간·플러스 사이즈 비율을 보였다.    수년간 활동가들과 모델들은 유명 패션 브랜드가 깡마른 체형의 모델들만 무대에 올리는 것이 비현실적인 미의 기준을 세운다고 비판하면서 변화를 촉구해 왔다.    뉴욕에 본부를 둔 단체 '모델 동맹'의 세라 지프 대표는 ""마른 체형에 대한 패션업계의 집착은 누구에게도 좋지 않지만, 특히 활동 중인 모델들에게 위험하다""라며 ""모델들은 에이전시로부터 살을 빼든지, 아니면 일을 아예 못하게 될 것이라는 압박을 받는다""고 말했다.    미국에서 평균 의류 사이즈는 14 이상으로 추정되며, 2020년 6월∼2021년 5월 미국 내 여성 의류 판매의 19%가 '플러스 사이즈' 의류였다.    또한 시장조사기관 NPD의 분석 결과 2019∼2021년 플러스 사이즈 의류 시장은 보통 사이즈의 3배 이상 빠른 속도로 성장했다. 올해 전 세계 플러스 사이즈 시장 규모는 2천880억 달러(약 375조원)로 예상된다.    cherora@yna.co.kr

"
[Ms포토] 펜타곤 키노 &apos;카리스마 풍기며 <b>패션</b>위크 참석&apos;,"
 
(MHN스포츠 이현지 기자) '2023 가을-겨울(F/W) 서울패션위크' 포토월 행사가 15일 오후 서울 동대문구 동대문디자인플라자(DDP)에서 진행됐다.이날 참스 컬렉션에 참석한 그룹 펜타곤 키노가 걸음을 옮기고 있다. '2023 가을-겨울(F/W) 서울패션위크'는 15일부터 19일까지 진행된다. 
"
‘인체•옷•꽃 해부학’ 알렉산더 맥퀸 가을•<b>겨울</b> 컬렉션 주제,"

프랑스 파리 가을/겨울 컬렉션 ‘Anatomy’



알렉산더 맥퀸(Alexander McQueen)이 프랑스 파리 패션쇼에서 공개한 2023 가을/겨울 컬렉션 ‘Anatomy’. 사진=알렉산더 맥퀸영국 고품격 패션 브랜드 알렉산더 맥퀸(Alexander McQueen)이 2023 가을/겨울 컬렉션 ‘Anatomy’를 프랑스 파리에서 진행된 패션쇼를 통해 공개했다고 6일 밝혔다. 크리에이티브 디렉터 사라 버튼은 “이번 컬렉션에서는 인체, 옷 그리고 꽃의 해부학에서 영감을 받아 재단과 비례, 그리고 실루엣에 집중하고 테일러링과 테일러링 패브릭으로 아름다움과 힘을 탐구했다”고 설명했다. 이와 함께 “특히 안과 밖, 위와 아래 등 클래식 기조를 전복시키는 방식으로 옷을 해부해 정갈하고 엄밀한 실루엣과 폭발적인 실루엣을 표현했다”고 쇼에 대한 소감을 전했다.



알렉산더 맥퀸(Alexander McQueen)이 프랑스 파리 패션쇼에서 공개한 2023 가을/겨울 컬렉션 ‘Anatomy’. 사진=알렉산더 맥퀸이 뿐만 아니라, 패션의 근간인 신체를 재단하고 그 속에서 영감을 받아 옷을 자르고, 가르고, 또 비틀어 해부하는가 하면, 범스터 팬츠를 뒤집어 긴 다리를 연출한 힐 팬츠와 강조된 어깨와 상반되는 잘록한 허리 라인 연출에 집중한 컬렉션 룩으로 주목을 받기도 했다.한편, 다른 꽃들과 달리 뿌리를 공중으로 뻗어내 야생에서 자생하는 강한 적응력과 사랑의 상징이란 아름다운 꽃말을 가진 난초의 양면성을 고스란히 담은 알렉산더 맥퀸의 2023 가을/겨울 여성 컬렉션 패션쇼는 알렉산더 맥퀸 공식 홈페이지와 카카오톡 채널에서 만날 수 있다.
		
"
"기은세(Ki Eun se), 통굽 신발 신고 아슬아슬하게 (&apos;서울<b>패션</b>위크&apos; 포토월) [...","
[스포츠서울ㅣ윤수경기자] 방송인 기은세가 15일 오후 서울 중구 동대문디자인플라자에서 열린 '2023 F/W 서울패션위크' 라이(LIE) 포토월 행사에 참석해 포즈를 취하고 있다. 한편, 우리나라 패션을 대표하는 국내 디자이너들이 다가오는 가을, 겨울 패션 트렌드를 선보이는 국내 최대 규모 패션 산업행사인 서울패션위크는 3월 15~19일 동대문디자인플라자(DDP)에서 개최된다. 
yoonssu@sportsseoul.com사진ㅣ 유튜브
			"
